Employee Identifier,Year End Date,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Code,Job,Salaries,Overtime,Other Salaries,Total Salary
46643,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,106907.26,0,6392.02,113299.28
42810,31-03-2013,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,52988.32,0,6867.58,59855.9
15510,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1822,Administrative Analyst,16874.01,0,0,16874.01
21090,31-03-2017,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1093,IT Operations Support Admn III,95127.85,0,0,95127.85
4513,31-03-2013,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,112889.82,49872.82,12334.98,175097.62
24560,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,402,Deputy Chief 3,273397.01,0,6294.29,279691.3
40569,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,32.88,0,0,32.88
50160,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,72477.45,36416.95,615.11,109509.51
7695,31-03-2017,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,790,"SEIU - Miscellaneous, Local 1021",1705,Communications Dispatcher 2,13076.81,0,136.54,13213.35
36400,31-03-2015,6,General Administration & Finance,HRD,HRD Human Resources,790,"SEIU - Miscellaneous, Local 1021",1222,Sr Payroll & Personnel Clerk,78829.04,0,1625.7,80454.74
48588,31-03-2017,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3618,Library Technical Assistant 2,83963.74,0,626.4,84590.14
36708,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,351,Municipal Executive Association - Miscellaneous,9251,Public Relations Mgr,130875.71,0,0,130875.71
13547,31-03-2013,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2920,Medical Social Worker,78600.72,0,1481.6,80082.32
14669,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3208,Pool Lifeguard,6857.22,0,17.07,6874.29
46170,31-03-2014,3,Human Welfare & Neighborhood Development,ENV,ENV Environment,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5642,Sr Environmental Spec,88892.88,0,0,88892.88
15905,31-03-2017,2,"Public Works, Transportation & Commerce",DBI,DBI Building Inspection,790,"SEIU - Miscellaneous, Local 1021",1406,Senior Clerk,12047.51,0,0,12047.51
19209,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,51795.8,1421.48,4019.48,57236.76
47257,31-03-2013,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,113953.1,20832.17,19371.06,154156.33
18383,31-03-2017,6,General Administration & Finance,CPC,CPC City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5291,Planner 3,101415.73,0,0,101415.73
32234,31-03-2015,2,"Public Works, Transportation & Commerce",PRT,PRT Port,34,"Pile Drivers, Local 34",9330,Pile Worker,89787.02,363.72,4350,94500.74
40095,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7371,Electrical Transit System Mech,30248.99,5684.4,3943.42,39876.81
56439,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,48477.9,4400.35,5130.3,58008.55
25105,31-03-2017,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,115004.26,0,18811.36,133815.62
6506,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",1931,Senior Parts Storekeeper,63372.5,11940.45,1064.25,76377.2
56684,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,110429.68,26304.59,15447.64,152181.91
54459,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,54444,2777.57,2964.5,60186.07
49340,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,72539.08,11001.99,2299.46,85840.53
44776,31-03-2016,6,General Administration & Finance,CPC,CPC City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5278,Planner 2,43760.02,0,0,43760.02
9725,31-03-2013,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,790,"SEIU - Miscellaneous, Local 1021",1446,Secretary 2,63988,479.3,612,65079.3
53221,31-03-2015,4,Community Health,DPH,DPH Public Health,164,Physicians and Dentists - Miscellaneous,2230,Physician Specialist,11492.16,0,0,11492.16
3248,31-03-2016,6,General Administration & Finance,RET,RET Retirement System,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1652,Accountant II,12796.02,0,0,12796.02
15203,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,119469.94,7089.96,16427.04,142986.94
50770,31-03-2013,1,Public Protection,SHF,SHF Sheriff,790,"SEIU - Miscellaneous, Local 1021",8108,Senior Legal Process Clerk,60470.28,5239.25,3083.03,68792.56
19099,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,71942.05,4295.98,2092.41,78330.44
14198,31-03-2017,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1824,Pr Administrative Analyst,38961.03,0,0,38961.03
20160,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2587,Health Worker 3,22211.46,0,194.74,22406.2
9655,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,351,Municipal Executive Association - Miscellaneous,923,Manager II,0.03,0,0,0.03
32236,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,23047.75,0,650.78,23698.53
17382,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5364,Engineering Associate 1,87869.44,0,0,87869.44
3284,31-03-2017,1,Public Protection,CRT,CRT Superior Court,356,Municipal Executive Association - Court,272C,Fiscal Services Supervisor,111133.87,0,180,111313.87
28491,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,36,"Hod Carriers, Local 166",7428,Hodcarrier,58047.66,2879.46,516,61443.12
40348,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,57706.2,84.23,5614.12,63404.55
47146,31-03-2017,6,General Administration & Finance,TTX,TTX Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4321,Cashier 2,46598.9,161.04,0,46759.94
13086,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8214,Parking Control Officer,61419.43,10311.57,5848.34,77579.34
9758,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,351,Municipal Executive Association - Miscellaneous,933,Manager V,13304.09,0,0,13304.09
7707,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,1200.87,0,183.99,1384.86
30803,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9102,Transit Car Cleaner,56311.2,10915.53,10067.63,77294.36
33116,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",9206,Airport Property Specialist 1,1987.8,0,0,1987.8
5254,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,23573.05,28527.46,3355.64,55456.15
38991,31-03-2017,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5362,Engineering Assistant,65980.81,247.5,0,66228.31
45262,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2390,Central Processing & Dist Tech,67065.58,167.87,6604.47,73837.92
6512,31-03-2017,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,60108.3,86.96,600,60795.26
31041,31-03-2017,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2978,Contract Compliance Officer 2,84864,0,0,84864
30528,31-03-2017,3,Human Welfare & Neighborhood Development,HRC,HRC Human Rights Commission,351,Municipal Executive Association - Miscellaneous,962,Dept Head II,150230.84,0,0,150230.84
7356,31-03-2017,6,General Administration & Finance,BOS,BOS Board Of Supervisors,330,Members of Boards and Commissions - No Benefits,109,Commissioner No Benefits,1100,0,0,1100
30981,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2302,Nursing Assistant,65725.01,7195.89,9005.43,81926.33
17130,31-03-2015,1,Public Protection,POL,POL Police,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8262,Criminalist III,98736,2425.5,0,101161.5
24284,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,18281.6,0,1832.46,20114.06
4896,31-03-2016,6,General Administration & Finance,BOS,BOS Board Of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1130,Youth Comm Advisor,66195.55,0,0,66195.55
23996,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9506,Snr Permit And Citation Clerk,71818.51,5084.21,0,76902.72
19405,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2430,Medical Evaluations Assistant,25914.06,963,1296.84,28173.9
4046,31-03-2016,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,790,"SEIU - Miscellaneous, Local 1021",9920,Publ Svc Aide-Asst To Prof,14982.69,152,0,15134.69
11510,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3264,Camp Assistant,2570.25,0,3.68,2573.93
1580,31-03-2017,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,36,"Hod Carriers, Local 166",7428,Hodcarrier,62279.54,941.4,866,64086.94
14,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,4707.5,0,168.15,4875.65
35959,31-03-2013,6,General Administration & Finance,REG,REG Elections,790,"SEIU - Miscellaneous, Local 1021",1402,Junior Clerk,2797.07,1024.67,221.55,4043.29
16276,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,144089.25,0,4262.77,148352.02
522,31-03-2013,6,General Administration & Finance,BOS,BOS Board Of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1835,Legislative Assistant,42854.5,0,0,42854.5
26894,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,22,"Prof & Tech Engineers - Personnel, Local 21",1241,Personnel Analyst,39930.22,0,0,39930.22
38004,31-03-2015,2,"Public Works, Transportation & Commerce",PRT,PRT Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5207,Assoc Engineer,75260.24,0,0,75260.24
48535,31-03-2016,1,Public Protection,PDR,PDR Public Defender,790,"SEIU - Miscellaneous, Local 1021",8142,Public Defender's Investigator,95097.52,0,0,95097.52
20958,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",1844,Senior Management Assistant,5323.2,0,522.34,5845.54
24177,31-03-2017,1,Public Protection,ECD,DEM Emergency Management,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8603,Emergency Services Coord III,112398.04,0,2872.28,115270.32
45935,31-03-2013,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,39,"Stationary Engineers, Local 39",7373,"Sr Stationary Eng, Sew Plant",94635.63,10479.64,7442.16,112557.43
21322,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,36537.6,0,318.93,36856.53
54992,31-03-2016,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,127290.29,0,18856.17,146146.46
5634,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,25732.35,0,731.65,26464
7007,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,60662.99,4868.03,3306.26,68837.28
713,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,351,Municipal Executive Association - Miscellaneous,9182,"Manager VIII, MTA",95362.66,0,11300.48,106663.14
14626,31-03-2016,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3602,Library Page,25684.16,0,313.2,25997.36
27911,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,200,"Transportation Workers, Local 200",9139,Transit Supervisor,88400.7,25917.55,8989,123307.25
26465,31-03-2014,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3632,Librarian 2,83079.48,0,996.76,84076.24
31949,31-03-2016,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1649,Accountant Intern,4356.7,0,0,4356.7
1179,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,1412.31,0,0,1412.31
55489,31-03-2014,6,General Administration & Finance,TIS,DT GSA - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1092,IT Operations Support Admin II,65129.4,4512.01,9139.86,78781.27
35758,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5506,Project Manager 3,24926.9,0,0,24926.9
36037,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,9343.95,0,311.52,9655.47
37008,31-03-2013,6,General Administration & Finance,ASR,ASR Assessor / Recorder,790,"SEIU - Miscellaneous, Local 1021",4213,Asr-Office Assistant,34132.21,0,391.2,34523.41
39492,31-03-2015,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,112703.75,40026.48,18589.16,171319.39
14904,31-03-2017,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",9922,PS Aide To Prof,6736,0,0,6736
21967,31-03-2014,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,19879.35,0,152.67,20032.02
26888,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,122486.15,19968.38,4165.58,146620.11
794,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,3815.74,0,86.1,3901.84
49034,31-03-2017,6,General Administration & Finance,REG,REG Elections,790,"SEIU - Miscellaneous, Local 1021",1402,Junior Clerk,3998.4,3779.75,343.61,8121.76
13236,31-03-2015,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,2676.85,43.18,0,2720.03
25625,31-03-2013,6,General Administration & Finance,CON,CON Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1053,IS Business Analyst-Senior,104905.19,8669.4,0,113574.59
7780,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H020,"Lieutenant, Fire Suppression",132267.12,51684.77,17283.51,201235.4
27295,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,129837.76,978.31,33527.92,164343.99
21926,31-03-2013,3,Human Welfare & Neighborhood Development,RNT,RNT Rent Arbitration Board,323,Members of Boards and Commissions,112,"Bdcomm Mbr, Grp3,M=$50/Mtg",350,0,0,350
37430,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,670.5,0,0,670.5
26257,31-03-2014,1,Public Protection,CRT,CRT Superior Court,792,"SEIU - Court Employees, Local 1021",420C,Deputy Court Clerk II,74412.01,0,1664,76076.01
9159,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,114988.51,10893.03,7709.86,133591.4
52668,31-03-2014,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q036,Assistant Inspector 2,133687.85,27563.62,7676.36,168927.83
17396,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,118898.26,239.15,9355.57,128492.98
4083,31-03-2017,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3618,Library Technical Assistant 2,83963.74,1183.86,759.22,85906.82
47410,31-03-2016,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1823,Senior Administrative Analyst,33304.32,0,0,33304.32
11114,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,107584.5,230.68,819.06,108634.24
43055,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q004,Police Officer 3,22652.38,0,21525.6,44177.98
53043,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,90524.02,3533.13,2258.46,96315.61
