id,host_name,neighbourhood_group,neighbourhood,last_review
182177,Christian & Carla,Bronx,Allerton,20-06-2019
182649,Obed,Brooklyn,Williamsburg,18-06-2019
185266,Lisa,Brooklyn,Williamsburg,06-07-2019
187488,Village,Manhattan,West Village,03-12-2018
187566,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,10-06-2019
187986,Daniel,Manhattan,Chelsea,28-08-2015
188661,Mj,Brooklyn,Prospect Heights,20-10-2018
188146,Mariana,01-01-2016,Williamsburg,Brooklyn
188674,Leslie,Manhattan,East Village,12-01-2018
189135,Michael,Manhattan,Hell's Kitchen,01-07-2019
189181,David,Manhattan,Chelsea,20-04-2014
189787,Sundiata,Brooklyn,Crown Heights,30-06-2019
189732,O'Dell,Brooklyn,East New York,29-06-2019
190542,Farrah,Brooklyn,Bedford-Stuyvesant,18-05-2019
190267,Marina,Manhattan,Upper East Side,07-07-2019
190968,Karen,Brooklyn,Prospect Heights,08-05-2019
190974,Alan,Brooklyn,Park Slope,29-05-2019
193393,Mike,Queens,Sunnyside,25-06-2019
191075,Matthew,Manhattan,East Village,28-03-2019
194154,Elina,Manhattan,Upper West Side,18-06-2017
193853,Anastasia,Manhattan,Chelsea,21-05-2018
193105,Marcela,Manhattan,Hell's Kitchen,29-06-2019
193333,Melody,Brooklyn,Williamsburg,31-10-2018
195233,Dennis,Brooklyn,Prospect-Lefferts Gardens,04-07-2019
195123,Susan,Manhattan,true,16-920120-
195240,Dennis,Brooklyn,Prospect-Lefferts Gardens,17-06-2019
195578,Erika,Brooklyn,Williamsburg,30-12-2018
195971,Tim,Brooklyn,Bedford-Stuyvesant,23-06-2019
197753,Colin,Manhattan,Harlem,12-06-2019
197942,Toni,Brooklyn,Bedford-Stuyvesant,07-07-2019
199195,Jabari,Manhattan,Harlem,30-03-2019
199312,Susanne,Brooklyn,Williamsburg,24-06-2019
200955,Simone,Manhattan,East Village,30-04-2018
201992,Andrea,Brooklyn,Park Slope,11-05-2019
202273,Kestrel,Brooklyn,Bedford-Stuyvesant,26-12-2016
203901,Elizabeth,Manhattan,Upper East Side,18-09-2016
204065,Erica,Brooklyn,Clinton Hill,04-06-2019
204833,Melanie,Brooklyn,Williamsburg,17-09-2015
204959,Ange,Manhattan,Chinatown,02-07-2019
205043,Welcome To My Place,Manhattan,Theater District,20-06-2019
196010,Vanessa,Brooklyn,Park Slope,14-06-2015
197155,Vlad,Manhattan,Hell's Kitchen,23-06-2019
205867,Tiffaney,Brooklyn,Williamsburg,03-07-2019
205735,Danielle,Brooklyn,Bushwick,30-04-2019
195989,Elizabeth,Brooklyn,Park Slope,15-06-2019
206071,Lori,Bronx,Concourse Village,25-06-2019
206772,Evan,Brooklyn,Williamsburg,26-05-2019
206316,Brett,Brooklyn,Fort Greene,27-08-2018
205485,Zora & Chris,Brooklyn,Bedford-Stuyvesant,11-06-2019
206957,Angus,Brooklyn,Sheepshead Bay,15-11-2016
208148,Martina,Brooklyn,Williamsburg,31-08-2015
208889,Jameelah,Brooklyn,Bedford-Stuyvesant,24-06-2019
209310,Iulia,Queens,Sunnyside,28-05-2019
211078,Maya,Brooklyn,Greenpoint,25-04-2018
211974,Goldi,Manhattan,East Village,01-07-2019
212109,Susan,Manhattan,West Village,30-06-2019
212178,Jeremy,Manhattan,Theater District,19-06-2019
212544,Daniel,Brooklyn,Gowanus,23-06-2016
213330,Nader,Manhattan,Lower East Side,29-08-2018
213272,Meli,Brooklyn,Bushwick,21-04-2019
214917,Carmel,,Emerson Hill,08-02-2018
215560,Mary,Brooklyn,Bedford-Stuyvesant,25-06-2019
215784,Jason,Queens,Long Island City,31-03-2019
215907,Keenan & Emily,Manhattan,Upper West Side,22-04-2019
217580,Samuel,Brooklyn,Fort Hamilton,14-11-2018
218358,Orlando,Manhattan,Harlem,03-06-2019
219066,Yana,Brooklyn,Bensonhurst,19-01-2019
219482,Pepe,Brooklyn,Clinton Hill,14-10-2017
219793,Keera (Jena),Manhattan,Lower East Side,03-06-2015
219818,Keera (Jena),Manhattan,Lower East Side,20-07-2015
219922,Carmel,Manhattan,Harlem,25-05-2019
220351,Boubacar And Pattee,Manhattan,Harlem,28-02-2019
220563,Kestrel,Brooklyn,Bedford-Stuyvesant,05-01-2017
220946,Lisa,Manhattan,East Village,16-06-2019
221097,Deborah,Brooklyn,Greenpoint,15-03-2019
221618,Gershwyn,Manhattan,Tribeca,21-05-2019
222304,Anton,Manhattan,Chelsea,08-05-2019
223930,Rosalynn,Brooklyn,Prospect Heights,23-06-2019
222054,Lisel,Brooklyn,Park Slope,15-09-2018
224004,Deirdre,Manhattan,Harlem,26-10-2018
224006,Deirdre,Manhattan,Harlem,02-01-2015
224510,Stefania,Brooklyn,Boerum Hill,05-07-2018
225297,Gaya,Manhattan,Midtown,26-12-2018
225306,Mary,Brooklyn,Bedford-Stuyvesant,05-07-2019
225887,Christopher,Brooklyn,Fort Greene,19-06-2019
225926,Jessica,Brooklyn,Clinton Hill,01-07-2019
225976,Marina,Staten Island,Shore Acres,13-06-2019
226021,Ryan,Brooklyn,Williamsburg,30-06-2019
227715,Marylyn,Brooklyn,Bedford-Stuyvesant,30-06-2019
227735,Daniel,Manhattan,East Village,24-06-2019
228317,Lady Jay,Brooklyn,Bedford-Stuyvesant,2901299590
228496,Gordon,Manhattan,West Village,26-05-2019
228517,Raven,Manhattan,Chinatown,24-06-2019
228925,Marceline,Brooklyn,Bedford-Stuyvesant,26-06-2019
228979,Tim,Manhattan,Hell's Kitchen,14-08-2018
229874,Derrick,Brooklyn,false,220-2-021-
229367,Carol,Manhattan,East Village,03-07-2019
230321,Civan,Brooklyn,Bedford-Stuyvesant,09-06-2019
230854,Lori,Bronx,Concourse,29-06-2019
232612,Dee,Brooklyn,Bedford-Stuyvesant,27-06-2019
230956,Mark,Manhattan,East Village,02-10-2015
232618,Selma,Manhattan,East Harlem,18-06-2019
231414,Roberto,Manhattan,SoHo,09-07-2013
233662,Tiffany,Manhattan,Midtown,18-05-2019
233189,Michael,Manhattan,Hell's Kitchen,31-05-2019
230877,Blanca,Manhattan,East Harlem,30-06-2019
233638,Melody,Queens,Ridgewood,
234184,William,Manhattan,Harlem,30-06-2019
234870,John,,Long Island City,-117073-20
235651,Olan,Manhattan,West Village,26-04-2019
235552,Bertie,Brooklyn,South Slope,16-06-2019
235951,Dan,Manhattan,Midtown,19-06-2019
236671,Triny,Brooklyn,Williamsburg,06-07-2019
235960,Blue,Manhattan,Lower East Side,28-05-2018
236788,Nick And Noémie,Brooklyn,DUMBO,
237127,Liz,Manhattan,Kips Bay,28-04-2019
239055,Ashley & Nir,Manhattan,Chinatown,06-10-2014
239733,Nancy,Queens,Ditmars Steinway,26-06-2019
239883,Li,Brooklyn,Fort Greene,25-05-2019
239766,Austin,,Lower East Side,
239899,Todd,Brooklyn,Prospect-Lefferts Gardens,19-12-2018
240800,Joseph,Brooklyn,Prospect Heights,30-06-2019
241159,Ruari,Brooklyn,Bedford-Stuyvesant,
241140,Jessica,Brooklyn,Clinton Hill,14-04-2019
241862,Mike,Manhattan,West Village,02-01-2019
242532,Jessica,Brooklyn,Clinton Hill,19-06-2019
242643,Lauryn,Brooklyn,Williamsburg,01-01-2019
243229,Alon,Brooklyn,Bedford-Stuyvesant,09-07-2017
243708,Andy,Brooklyn,Williamsburg,01-04-2019
245504,Baron,Manhattan,Inwood,21-06-2019
245544,Victor,Bronx,Kingsbridge,19-06-2019
245574,Al-,Brooklyn,Bedford-Stuyvesant,05-06-2019
245607,Jaidev,Manhattan,Chelsea,01-07-2019
246134,Shelley,Brooklyn,Crown Heights,02-10-2016
246351,Jerry,Manhattan,Gramercy,17-08-2015
246916,Rafael,Queens,Elmhurst,25-06-2019
246938,Jens,Manhattan,Lower East Side,23-06-2019
248865,The Box House Hotel,Brooklyn,Greenpoint,22-04-2019
248871,West Village,Manhattan,West Village,24-06-2019
249414,Andy,Manhattan,West Village,28-06-2017
249618,Karina,Manhattan,Washington Heights,03-07-2015
249867,Fred,Brooklyn,Bedford-Stuyvesant,07-10-2018
250259,Ben,Brooklyn,Williamsburg,07-07-2019
250323,Christy,Manhattan,Chinatown,03-12-2014
250536,Yvette,Manhattan,Harlem,25-09-2017
250801,Rhona,Manhattan,earileeGwnc hgiVl,23-05-2019
251262,Anne,Brooklyn,Williamsburg,29-06-2019
251277,Carol,Manhattan,Upper West Side,29-06-2019
252076,Tunji,Manhattan,Chinatown,16-06-2019
253471,The Box House Hotel,Brooklyn,Greenpoint,0101111-81
252607,Chris,Manhattan,East Harlem,09-08-2018
253548,Olia,Brooklyn,Brighton Beach,-5016-55-2
253332,Cynthia,Brooklyn,Sunset Park,01-09-2018
253466,The Box House Hotel,Brooklyn,Greenpoint,24-06-2019
253800,The Box House Hotel,Brooklyn,Greenpoint,25-04-2019
253803,The Box House Hotel,Brooklyn,Greenpoint,22-06-2019
253475,The Box House Hotel,Brooklyn,Greenpoint,24-06-2019
253811,The Box House Hotel,Brooklyn,Greenpoint,03-07-2019
253815,The Box House Hotel,Brooklyn,Greenpoint,29-06-2019
253828,The Box House Hotel,Brooklyn,Greenpoint,26-07-2018
253839,The Box House Hotel,Brooklyn,Greenpoint,03-11-2015
253842,The Box House Hotel,Brooklyn,Greenpoint,19-04-2018
253846,The Box House Hotel,Brooklyn,Greenpoint,04-12-2015
254131,Sharma,Queens,Jackson Heights,06-07-2019
254168,The Box House Hotel,Brooklyn,Greenpoint,16-11-2018
254409,Stephanie,Brooklyn,Clinton Hill,13-01-2014
255024,Roger,Brooklyn,Bushwick,24-06-2019
253590,G,Manhattan,Upper West Side,28-06-2019
255476,Bree,Brooklyn,Williamsburg,31-05-2019
255601,Antonio,Brooklyn,Bedford-Stuyvesant,23-06-2019
255957,Claudia,Manhattan,Nolita,30-06-2019
256078,Cristina,Queens,Sunnyside,31-05-2019
253623,Cici,Manhattan,Harlem,26-11-2018
253806,The Box House Hotel,Brooklyn,Greenpoint,02-07-2019
256328,Janine,Manhattan,Chelsea,22-06-2019
256369,Pamela,Brooklyn,Cobble Hill,01-07-2019
257097,Jaime,Brooklyn,Bedford-Stuyvesant,28-01-2019
257568,Adolfo,Brooklyn,Cypress Hills,12-08-2017
257787,Daniel,Brooklyn,Williamsburg,21-06-2019
258284,S,Brooklyn,Clinton Hill,10-04-2019
258397,Annie,Brooklyn,Park Slope,24-06-2019
258686,Kim,Queens,St. Albans,30-12-2015
258690,Andrea,Manhattan,Chelsea,0-164-0122
258688,Chad,Manhattan,West Village,02-06-2019
258740,Adrienne,Manhattan,Harlem,30-06-2018
258838,Marina,Staten Island,Arrochar,22-05-2019
259946,Marina,Staten Island,Arrochar,19-05-2019
260451,Alexander,Brooklyn,Fort Greene,28-08-2017
260765,Ro,Manhattan,Upper East Side,01-07-2019
261194,Christine,Brooklyn,Bedford-Stuyvesant,18-06-2019
261259,Keiko,Manhattan,West Village,27-05-2015
261344,Liah,Manhattan,Financial District,02-06-2019
261674,Lindsey,Manhattan,Chelsea,01-04-2017
262343,Lauren,Manhattan,Lower East Side,06-06-2019
261781,Nadya,Manhattan,West Village,30-12-2017
262405,Wade,Brooklyn,East Flatbush,24-06-2019
262478,Juliana,Manhattan,Lower East Side,31-12-2018
262583,West Village,Manhattan,West Village,25-06-2019
263005,Marisa And Colin,Brooklyn,Fort Greene,02-06-2019
263190,Dominique,Manhattan,East Village,01-01-2019
263232,Nicole,Manhattan,Harlem,27-01-2019
263502,Shaun,,Williamsburg,19-08-2015
263776,Joanne,Queens,Sunnyside,02-01-2019
263888,C,Manhattan,Upper West Side,28-04-2019
264323,Allan,Manhattan,Morningside Heights,31-03-2019
265036,Leo,Brooklyn,Crown Heights,09-06-2019
265064,Adolfo,Brooklyn,Cypress Hills,03-05-2017
265145,Akiko,Manhattan,Theater District,08-01-2015
265506,Sandra,Manhattan,Upper East Side,01-11-2015
265831,Jen,Manhattan,Nolita,05-07-2018
266146,Brian,Manhattan,Upper West Side,19-03-2019
266155,Brian,Manhattan,Upper West Side,31-03-2019
266351,Elena,Brooklyn,Fort Greene,12-07-2018
266756,Roberto  Mike,Manhattan,Little Italy,30-06-2018
266449,Drew,Manhattan,Lower East Side,03-06-2019
267376,Fred,Manhattan,Financial District,24-06-2019
267435,Jocelin,Queens,Rego Park,01-07-2019
267535,Clara,Bronx,Wakefield,09-06-2019
267652,Janice,Brooklyn,Kensington,21-01-2019
267708,Vivianne,Manhattan,East Harlem,15-06-2019
268392,Eyal And Amy,Manhattan,Harlem,27-05-2019
268481,Vishal,Brooklyn,Williamsburg,24-09-2013
268868,Sergio,Manhattan,Chelsea,02-06-2019
269283,Antoinette,Brooklyn,Crown Heights,16-02-2019
269889,M,Queens,Long Island City,25-06-2019
270139,Chavisa,Brooklyn,Bushwick,15-01-2019
270231,Janina,Queens,Woodside,07-07-2019
270315,Juliet,Brooklyn,Bedford-Stuyvesant,27-03-2019
270345,Cameron,Manhattan,East Village,27-06-2019
270680,Javier Pedraza,Brooklyn,Williamsburg,28-06-2019
270681,Javier Pedraza,Brooklyn,Williamsburg,07-09-2015
271083,Kevin,Brooklyn,Prospect-Lefferts Gardens,12-06-2019
271130,Lex,Brooklyn,Bedford-Stuyvesant,26-05-2019
271128,Lex,Brooklyn,Bedford-Stuyvesant,25-06-2019
271694,James,Manhattan,Midtown,08-09-2015
271950,Max,Manhattan,Upper East Side,31-12-2018
271954,Aj,Manhattan,Greenwich Village,20-06-2019
272026,Arthur,Manhattan,Washington Heights,02-01-2018
272044,M,Manhattan,Vl alaEsVat ,27-10-2018
272427,Diana,Brooklyn,Greenpoint,21-04-2019
272706,Valerie,Brooklyn,Fort Greene,18-06-2017
272738,Elizabeth,Brooklyn,Williamsburg,30-06-2019
273190,West Village,Manhattan,West Village,25-09-2018
274329,Andrew,Brooklyn,Bushwick,25-06-2019
274062,Stacia,Manhattan,Harlem,24-06-2019
274376,Aaron,Brooklyn,Clinton Hill,24-06-2019
274743,Catherine,Manhattan,Upper East Side,31-08-2014
276216,Dena,Brooklyn,Sunset Park,01-09-2016
275976,Kwab,Brooklyn,Bedford-Stuyvesant,30-06-2019
276317,Chauncey,Brooklyn,Prospect Heights,23-06-2019
276482,Allan,Manhattan,Harlem,02-06-2019
277207,Rosa,Brooklyn,Greenpoint,08-06-2019
277370,Jim,Manhattan,lassEaV aeeg,13-05-2019
277883,Michelle,Brooklyn,Prospect-Lefferts Gardens,29-12-2017
278090,Bia,Manhattan,East Harlem,11-06-2019
278145,Heidi,Queens,Astoria,
278631,Cathryne,Manhattan,West Village,21-04-2013
279093,Erica,Manhattan,Harlem,10-04-2018
278876,Ally,Brooklyn,Crown Heights,
279857,Gordy,Brooklyn,Bedford-Stuyvesant,02-07-2019
279969,Naimah,Brooklyn,Bedford-Stuyvesant,18-06-2019
280315,Gabrielle,Brooklyn,Crown Heights,31-10-2014
281521,Vimal,Manhattan,West Village,02-10-2012
281756,Barbara,Brooklyn,Greenpoint,19-06-2019
281851,Tw,Manhattan,Harlem,25-06-2019
282341,Dan,Brooklyn,Kensington,30-07-2017
282443,Lydia,Manhattan,Chinatown,18-05-2019
282514,Dian,Brooklyn,Bedford-Stuyvesant,25-06-2019
282863,Kate,Brooklyn,Gowanus,
282977,Diana,Brooklyn,Park Slope,06-07-2019
283090,Luis,,East Village,10-08-2018
283272,Oz,Brooklyn,Williamsburg,03-08-2016
284855,Dara,Manhattan,West Village,19-06-2019
283550,Jose,Manhattan,Hell's Kitchen,21-04-2019
285442,Jesper,Manhattan,East Village,06-05-2013
285492,Eric,Manhattan,Chelsea,03-08-2018
284208,Louisa,Brooklyn,South Slope,12-11-2018
285716,Anamaria,Brooklyn,Bushwick,11-09-2013
286662,Erika,Brooklyn,Crown Heights,02-07-2019
286838,Karin,Manhattan,Harlem,31-10-2015
287397,Jameelah,Brooklyn,Bedford-Stuyvesant,24-06-2019
287408,Carey,Manhattan,Hell's Kitchen,31-07-2018
287417,Yvette,Brooklyn,Bedford-Stuyvesant,23-06-2019
287421,Keow,Brooklyn,Cobble Hill,01-08-2017
287481,Olly,Brooklyn,Williamsburg,01-05-2019
287839,Hibo,Brooklyn,Fort Greene,27-06-2019
287845,Paul & Ewa,Brooklyn,Carroll Gardens,01-07-2019
289020,Jasmine,Manhattan,(tHe:Villaze,29-08-2018
289037,Michael,Brooklyn,Carroll Gardens,05-09-2016
289958,Ronaldo,Queens,Long Island City,09-09-2014
289665,Elle,Manhattan,West Village,11-08-2016
289995,Pia,Brooklyn,Greenpoint,
291524,Philip,Manhattan,Upper West Side,25-06-2019
291714,Rohan,Brooklyn,Crown Heights,15-04-2018
290457,Mikki & Bazi,Manhattan,Chinatown,16-02-2019
291812,Natalia,Queens,AstArio,30-08-2016
289288,Max,Manhattan,East Village,11-05-2019
292121,Hubert,Manhattan,Hell's Kitchen,12-09-2018
293837,Olly,Brooklyn,Williamsburg,11-06-2019
294227,The Box House Hotel,Brooklyn,Greenpoint,22-06-2019
294239,Carmen,Queens,Astoria,18-04-2017
289703,Geoff,Manhattan,SoHo,26-11-2016
294242,The Box House Hotel,Brooklyn,Greenpoint,05-06-2019
294250,Irina,Manhattan,Upper West Side,07-06-2019
292266,Urszula,Brooklyn,Bushwick,01-04-2019
292047,Alejandra,Manhattan,West Village,04-07-2019
294259,The Box House Hotel,Brooklyn,Greenpoint,30-06-2019
294263,The Box House Hotel,Brooklyn,Greenpoint,01-07-2019
294280,The Box House Hotel,Brooklyn,Greenpoint,23-04-2019
294717,Marissa,Brooklyn,Williamsburg,20-05-2015
295231,Felicia,Brooklyn,Williamsburg,24-03-2014
295379,Ric,Brooklyn,Williamsburg,19-06-2019
294297,Summer,Brooklyn,Williamsburg,23-06-2019
294353,Pam,Brooklyn,Williamsburg,16-02-2019
294490,The Box House Hotel,Brooklyn,Greenpoint,210600010-
295998,Alan,Manhattan,Upper West Side,01-05-2019
296345,Todd,Brooklyn,Williamsburg,31-05-2019
296361,Weiwei,Queens,Elmhurst,18-05-2019
296658,Glenn,Brooklyn,Crown Heights,21-09-2017
296717,Jacques,Brooklyn,Bedford-Stuyvesant,10-10-2018
296844,Brady,Brooklyn,Williamsburg,04-12-2013
297611,Alison,Brooklyn,Fort Greene,13-05-2018
297962,Sergio,,Williamsburg,02-01-2018
298073,Irina,Brooklyn,Williamsburg,08-11-2016
298759,Edward,Brooklyn,Bedford-Stuyvesant,07-07-2019
299078,L,Manhattan,SoHo,23-06-2019
299531,Tom,Brooklyn,East New York,30-06-2019
299699,Eliza,Brooklyn,Greenpoint,02-04-2018
301034,Ron,Manhattan,Harlem,26-06-2019
302057,Alice,Brooklyn,Flatbush,02-01-2019
302758,Dimitry,Manhattan,East Harlem,26-03-2016
305211,Kristina,Brooklyn,Williamsburg,18-06-2019
306799,Oona,Brooklyn,Bushwick,28-02-2019
304799,Carolyn,Manhattan,Upper West Side,09-06-2019
309342,Ben,Manhattan,Upper West Side,19-08-2015
306702,Tina,Brooklyn,Fort Greene,01-09-2018
310220,Magdalena,Brooklyn,Greenpoint,30-12-2018
310272,Jonathan,Staten Island,Clifton,03-06-2019
310325,Kimberly,Manhattan,Harlem,10-06-2019
310338,Kimberly,Manhattan,Harlem,01-01-2019
303345,Ibrahima,Manhattan,araHsm etlE,04-05-2019
310524,Mary,Brooklyn,Bedford-Stuyvesant,31-01-2019
310796,Brian,Manhattan,Upper West Side,07-06-2019
311003,Karen,Brooklyn,Crown Heights,21-04-2013
311343,Junior,Manhattan,East Harlem,14-05-2019
311356,Richard,Queens,Ridgewood,01-05-2019
312429,P,Brooklyn,Prospect Heights,02-06-2019
313890,Ariel,Manhattan,Lower East Side,23-04-2019
314982,Chris,,tlsaiVlega E,01-07-2019
316238,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,09-06-2019
317838,Sean And Kiana,Manhattan,West Village,01-07-2019
317905,Jane,Brooklyn,Kensington,02-01-2019
318021,Michael,Manhattan,Harlem,30-06-2019
318187,Ana,Brooklyn,Bushwick,20-06-2019
319798,Maria Luiza,Brooklyn,Bay Ridge,03-07-2019
319724,Jason,Brooklyn,Williamsburg,16-06-2019
319844,Nora,Brooklyn,Greenpoint,02-05-2019
320865,Katy,Manhattan,Harlem,31-03-2019
320876,Lillian,Brooklyn,South Slope,30-06-2019
320877,Fabiana,Brooklyn,Williamsburg,24-06-2017
321136,Candice,Manhattan,Washington Heights,31-12-2018
321014,Erin,Manhattan,Gramercy,02-01-2018
322604,Todd,Brooklyn,Williamsburg,02-07-2019
322974,Amanda,Manhattan,West Village,08-02-2019
323706,Ted And Diane,Manhattan,Upper West Side,03-08-2018
324115,Jason,Brooklyn,Williamsburg,19-06-2019
324517,S,Manhattan,Upper East Side,10-12-2017
324800,Mathias,Brooklyn,Williamsburg,22-12-2018
325429,Sara,Manhattan,Upper East Side,28-06-2019
327521,Esther,Manhattan,East Village,16-11-2015
327778,Jill,Manhattan,Kips Bay,30-06-2019
326832,Nitzan,Manhattan,Upper East Side,23-06-2019
326956,Erica,Brooklyn,Cli'xon iiVl,22-04-2019
322037,James,Brooklyn,Williamsburg,07-07-2019
328040,Robyn,Manhattan,Midtown,11-06-2019
328693,Joseph,Manhattan,Upper West Side,24-06-2019
328744,Duane,Brooklyn,Crown Heights,07-07-2019
329064,Marc,Brooklyn,Flatbush,02-01-2017
329310,Todd,Manhattan,Chinatown,14-05-2016
329385,Paula,Manhattan,Inwood,25-05-2019
333189,Jonathan,Brooklyn,Williamsburg,24-06-2019
333323,Pat,Manhattan,Hell's Kitchen,01-07-2019
334607,Patrick,Brooklyn,Williamsburg,03-05-2019
334781,Chryslaine,Manhattan,Harlem,24-06-2019
335797,Steve And Heather,Brooklyn,East Flatbush,11-05-2019
335819,Steve And Heather,Brooklyn,East Flatbush,27-04-2019
336220,Jason,Manhattan,Harlem,19-06-2019
339456,Mary,Manhattan,Upper West Side,31-12-2018
335820,Steve And Heather,Brooklyn,East Flatbush,29-04-2019
342027,Marie,Manhattan,Upper East Side,16-06-2019
341525,J,Manhattan,Hell's Kitchen,01-06-2019
342965,Gladys,Manhattan,Hell's Kitchen,21-09-2017
341982,Yj,Manhattan,Upper West Side,23-08-2015
342995,Laura,Manhattan,Harlem,01-07-2019
343276,J,Manhattan,Hell's Kitchen,26-05-2019
343971,Ben,Manhattan,Harlem,16-07-2018
344019,R.,Manhattan,West Village,07-06-2012
344092,Tony,Brooklyn,Sunset Park,13-07-2016
346248,Julie,Manhattan,Greenwich Village,31-05-2015
347865,Jason,Manhattan,East Village,-006062690
351530,Sascha,Brooklyn,Park Slope,04-11-2018
351859,Ron,Manhattan,Chelsea,
350168,Kate,Brooklyn,Park Slope,02-01-2018
352651,Marvet,Brooklyn,,23-06-2019
352864,Shai,Manhattan,Upper East Side,29-06-2019
353317,Marc,Manhattan,Chinatown,23-06-2019
346805,Beth,Manhattan,Lower East Side,28-10-2014
354095,Jared,Manhattan,East Village,07-06-2019
350525,Niki & Colin,Brooklyn,Crown Heights,19-06-2018
355106,Camila,Brooklyn,Prospect-Lefferts Gardens,07-04-2019
356230,Molly,Brooklyn,Crown Heights,09-06-2014
357509,Ellie,Manhattan,Midtown,01-03-2019
359982,Kay,Brooklyn,Williamsburg,13-04-2019
360400,Candice,Manhattan,Midtown,02-06-2019
361803,Jennifer,Manhattan,Upper East Side,15-04-2018
363320,Lilly,Manhattan,Harlem,30-07-2018
364275,Rico,Brooklyn,Williamsburg,04-07-2019
364785,Susan,Brooklyn,Park Slope,29-12-2018
367042,Andre,Brooklyn,Crown Heights,04-09-2014
369411,Ginger,Brooklyn,Williamsburg,27-06-2019
367810,Veronika And John,Brooklyn,,24-04-2019
369567,Luke,Brooklyn,Prospect Heights,01-01-2019
369671,Alix,Manhattan,East Village,01-07-2019
371138,Max,Brooklyn,Greenpoint,12-10-2015
374548,Mark,Brooklyn,Bedford-Stuyvesant,02-07-2019
373618,Christina,Brooklyn,Williamsburg,30-06-2019
375249,Rimma & Jim,Staten Island,Graniteville,26-05-2019
377217,Ido,Manhattan,Upper West Side,14-04-2017
378460,Geny,Manhattan,Hell's Kitchen,17-06-2019
380416,Ellis,Brooklyn,Park Slope,30-04-2019
380730,Alexander,Brooklyn,Sheepshead Bay,04-12-2018
382523,William,Manhattan,Harlem,24-10-2018
382524,William,Manhattan,Harlem,04-04-2019
385190,Brace,Manhattan,Inwood,06-06-2019
385657,Sophia,Brooklyn,Williamsburg,15-05-2015
385824,Orit,Bronx,ASpuyten Duyvil,-09-10930-
386555,Nen,Staten Island,Stapleton,01-01-2019
386744,Cristina,Manhattan,Upper East Side,07-06-2019
386799,Jon,Manhattan,Midtown,03-01-2016
387324,Yogi,Manhattan,Kips Bay,04-09-2018
387377,Lilly,Manhattan,mrlHae,03-06-2019
387666,Michael & Aleksandra,Manhattan,Washington Heights,04-03-2019
387735,Liz,Manhattan,Gramercy,11-06-2019
389482,Constance F.,Queens,Briarwood,09-11-2018
391948,Luana,Queens,Ozone Park,30-09-2015
391955,Rebecka,Brooklyn,Columbia St,24-06-2019
393016,Kristina,Manhattan,Hell's Kitchen,05-05-2019
392948,Kristian & Di,Brooklyn,Wirli{4sburg,26-06-2019
393682,Paola,Manhattan,Nolita,02-01-2018
393094,Alayna,Manhattan,Financial District,25-05-2019
394026,Todd,Brooklyn,Greenpoint,08-10-2018
394111,Constance F.,Queens,Briarwood,01-01-2017
396636,Daniel,Manhattan,Harlem,16-05-2019
397034,Richelle,Manhattan,Upper West Side,22-06-2013
397420,Darktalia,Manhattan,Harlem,05-09-2017
397297,Wendy,Manhattan,East Village,17-11-2015
398281,Michael,Manhattan," tirsUdaeEppe S",
398283,William,Brooklyn,South Slope,05-07-2019
401579,Loretta,Brooklyn,Carroll Gardens,23-06-2019
400466,Esther,Brooklyn,Prospect-Lefferts Gardens,11-10-2016
401836,Maya,Manhattan,Upper East Side,21-05-2019
403056,K. Naomi,Manhattan,East Harlem,28-05-2019
403264,Candice,Manhattan,Midtown,03-07-2019
403668,Katya,Manhattan,East Village,02-01-2019
