Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Belarus,Fruits,Online,C,578061378,62,9.33,,578.46,429.04,149.42
Sub-Saharan Africa,Swaziland,Fruits,Offline,L,822787845,62,9.33,-52,578.46,429.04,149.42
Sub-Saharan Africa,Angola,Fruits,Offline,C,656967246,62,9.33,,578.46,429.04,149.42
Europe,San Marino,Fruits,Offline,M,167514312,62,9.33,,578.46,429.04,149.42
Europe,Portugal,Fruits,Online,C,448872029,63,9.33,,587.79,435.96,151.83
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,H,815961730,63,9.33,,587.79,435.96,151.83
Europe,Spain,Fruits,Offline,H,125239694,63,9.33,,587.79,435.96,151.83
Europe,Serbia,Fruits,Offline,H,737055861,63,9.33,,587.79,435.96,151.83
Europe,Andorra,Fruits,Offline,M,859419095,63,9.33,,587.79,435.96,151.83
Asia,Maldives,Fruits,Online,L,651323878,64,9.33,,597.12,442.88,154.24
Europe,United Kingdom,Fruits,Online,H,982965075,64,9.33,,597.12,442.88,154.24
Sub-Saharan Africa,Cameroon,Fruits,Online,L,284234178,64,9.33,,597.12,442.88,154.24
Europe,Cyprus,Fruits,Online,L,205328309,64,9.33,,597.12,442.88,154.24
Asia,Philippines,Fruits,Offline,L,609049260,65,9.33,,606.45,449.8,156.65
Europe,Vatican City,Fruits,Online,C,652506625,65,9.33,6.92,606.45,449.8,156.65
Europe,Armenia,Fruits,Online,H,198502194,65,9.33,6.92,606.45,449.8,156.65
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,M,811501109,66,9.33,6.92,615.78,456.72,159.06
Asia,Singapore,Fruits,Offline,M,278590810,66,9.33,6.92,615.78,456.72,159.06
Middle East and North Africa,Azerbaijan,Fruits,Online,C,243142306,66,9.33,6.92,615.78,456.72,159.06
Australia and Oceania,Kiribati,Fruits,Online,H,977321708,66,9.33,6.92,615.78,456.72,159.06
Europe,Bosnia and Herzegovina,Fruits,Online,H,156227576,66,9.33,6.92,615.78,456.72,159.06
Europe,Switzerland,Fruits,Offline,L,933864343,66,9.33,6.92,615.78,456.72,159.06
Europe,Czech Republic,Fruits,Offline,C,113952958,67,9.33,6.92,625.11,463.64,161.47
Asia,Thailand,Fruits,Offline,M,236316192,67,9.33,6.92,625.11,463.64,161.47
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,H,769226491,67,9.33,6.92,625.11,463.64,161.47
Europe,France,Fruits,Offline,H,402136790,67,9.33,6.92,625.11,463.64,161.47
Asia,Thailand,Fruits,Offline,H,805857741,68,9.33,6.92,634.44,470.56,163.88
Europe,Denmark,Fruits,Offline,C,683494508,68,9.33,6.92,634.44,470.56,163.88
Australia and Oceania,East Timor,Fruits,Online,L,928220975,68,9.33,6.92,634.44,470.56,163.88
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,M,115135705,69,9.33,6.92,643.77,477.48,166.29
North America,Greenland,Fruits,Online,H,230672824,70,9.33,6.92,653.1,484.4,168.7
Sub-Saharan Africa,Kenya,Fruits,Online,H,684677255,70,9.33,6.92,653.1,484.4,168.7
Middle East and North Africa,Egypt,Fruits,Online,H,151766955,70,9.33,6.92,653.1,484.4,168.7
Australia and Oceania,Palau,Fruits,Offline,L,274130189,70,9.33,6.92,653.1,484.4,168.7
Europe,Luxembourg,Fruits,Online,C,275312936,71,9.33,6.92,662.43,491.32,171.11
Europe,Latvia,Fruits,Online,L,887129104,71,9.33,6.92,662.43,491.32,171.11
Sub-Saharan Africa,Ghana,Fruits,Online,L,966034972,71,9.33,6.92,662.43,491.32,171.11
Sub-Saharan Africa,Malawi,Fruits,Offline,C,642402637,71,9.33,6.92,662.43,491.32,171.11
Asia,Bhutan,Fruits,Online,L,520039403,71,9.33,6.92,662.43,491.32,171.11
Europe,Germany,Fruits,Offline,M,310761439,71,9.33,6.92,662.43,491.32,171.11
Middle East and North Africa,Qatar,Fruits,Online,H,355401551,72,9.33,6.92,671.76,498.24,173.52
Asia,Bhutan,Fruits,Online,M,189580953,72,9.33,6.92,671.76,498.24,173.52
Sub-Saharan Africa,Lesotho,Fruits,Online,L,923760354,72,9.33,6.92,671.76,498.24,173.52
Europe,Liechtenstein,Fruits,Online,M,226212203,73,9.33,6.92,681.09,505.16,175.93
Asia,Brunei,Fruits,Online,H,759122502,73,9.33,6.92,681.09,505.16,175.93
Central America and the Caribbean,Dominica,Fruits,Offline,C,715665137,73,9.33,6.92,681.09,505.16,175.93
Middle East and North Africa,Kuwait,Fruits,Offline,L,348575437,73,9.33,6.92,681.09,505.16,175.93
Europe,Portugal,Fruits,Online,L,760305249,74,9.33,6.92,690.42,512.08,178.34
Central America and the Caribbean,Saint Lucia,Fruits,Online,H,349758183,74,9.33,6.92,690.42,512.08,178.34
Asia,Brunei,Fruits,Online,H,428664052,74,9.33,6.92,690.42,512.08,178.34
Europe,Malta,Fruits,Offline,H,753479135,75,9.33,6.92,699.75,519,180.75
Asia,Cambodia,Fruits,Online,C,998205602,75,9.33,6.92,699.75,519,180.75
Europe,Netherlands,Fruits,Offline,H,141662967,75,9.33,6.92,699.75,519,180.75
Central America and the Caribbean,Saint Lucia,Fruits,Offline,C,919299733,75,9.33,6.92,699.75,519,180.75
Sub-Saharan Africa,Niger,Fruits,Offline,M,508752667,75,9.33,6.92,699.75,519,180.75
Central America and the Caribbean,Haiti,Fruits,Online,L,342932069,75,9.33,6.92,699.75,519,180.75
Asia,Japan,Fruits,Offline,C,955930984,76,9.33,6.92,709.08,525.92,183.16
Central America and the Caribbean,Panama,Fruits,Online,L,300657451,76,9.33,6.92,709.08,525.92,183.16
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,L,588841283,76,9.33,6.92,709.08,525.92,183.16
Middle East and North Africa,Syria,Fruits,Online,M,833567750,76,9.33,6.92,709.08,525.92,183.16
Europe,Armenia,Fruits,Offline,M,179476964,77,9.33,6.92,718.41,532.84,185.57
Middle East and North Africa,Yemen,Fruits,Offline,M,791293132,77,9.33,6.92,718.41,532.84,185.57
Asia,Kazakhstan,Fruits,Offline,L,625472533,77,9.33,6.92,718.41,532.84,185.57
Sub-Saharan Africa,Botswana,Fruits,Offline,L,546566665,77,9.33,6.92,718.41,532.84,185.57
Sub-Saharan Africa,South Sudan,Fruits,Online,H,424203431,77,9.33,6.92,718.41,532.84,185.57
Asia,Singapore,Fruits,Online,L,259565579,78,9.33,6.92,727.74,539.76,187.98
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,M,216108214,78,9.33,6.92,727.74,539.76,187.98
Asia,Mongolia,Fruits,Online,L,871381747,78,9.33,6.92,727.74,539.76,187.98
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,L,792475879,78,9.33,6.92,727.74,539.76,187.98
Sub-Saharan Africa,South Sudan,Fruits,Offline,C,993744981,78,9.33,6.92,727.74,539.76,187.98
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,M,827924382,78,9.33,6.92,727.74,539.76,187.98
Australia and Oceania,Australia,Fruits,Offline,H,339654195,79,9.33,6.92,737.07,546.68,190.39
Europe,San Marino,Fruits,Online,L,908012998,79,9.33,6.92,737.07,546.68,190.39
Asia,Thailand,Fruits,Offline,L,217290961,79,9.33,6.92,737.07,546.68,190.39
Europe,Ukraine,Fruits,Offline,L,253922212,80,9.33,6.92,746.4,553.6,192.8
Europe,Belarus,Fruits,Offline,C,988101613,80,9.33,6.92,746.4,553.6,192.8
Australia and Oceania,Australia,Fruits,Offline,C,909195744,80,9.33,6.92,746.4,553.6,192.8
Middle East and North Africa,Afghanistan,Fruits,Offline,L,175016343,80,9.33,6.92,746.4,553.6,192.8
Asia,Sri Lanka,Fruits,Online,M,498648679,80,9.33,6.92,746.4,553.6,192.8
Asia,Thailand,Fruits,Offline,M,786832511,80,9.33,6.92,746.4,553.6,192.8
Sub-Saharan Africa,Eritrea,Fruits,Offline,H,989284360,81,9.33,6.92,755.73,560.52,195.21
Europe,Denmark,Fruits,Online,C,334010827,81,9.33,6.92,755.73,560.52,195.21
Middle East and North Africa,Afghanistan,Fruits,Offline,M,744557893,81,9.33,6.92,755.73,560.52,195.21
Australia and Oceania,East Timor,Fruits,Online,L,578737294,81,9.33,6.92,755.73,560.52,195.21
Europe,United Kingdom,Fruits,Offline,M,823463761,81,9.33,6.92,755.73,560.52,195.21
Europe,Croatia,Fruits,Online,C,945826995,81,9.33,6.92,755.73,560.52,195.21
Sub-Saharan Africa,Ghana,Fruits,Offline,H,947009742,82,9.33,6.92,765.06,567.44,197.62
North America,Mexico,Fruits,Online,M,781189143,82,9.33,6.92,765.06,567.44,197.62
Europe,Estonia,Fruits,Online,L,903552377,82,9.33,6.92,765.06,567.44,197.62
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,370642077,82,9.33,6.92,765.06,567.44,197.62
Sub-Saharan Africa,Ethiopia,Fruits,Offline,C,328367459,83,9.33,6.92,774.39,574.36,200.03
Sub-Saharan Africa,Ghana,Fruits,Offline,C,616551291,83,9.33,6.92,774.39,574.36,200.03
Asia,Uzbekistan,Fruits,Offline,C,695457160,83,9.33,6.92,774.39,574.36,200.03
Europe,Germany,Fruits,Offline,L,861277759,83,9.33,6.92,774.39,574.36,200.03
Sub-Saharan Africa,Gabon,Fruits,Offline,L,897909009,84,9.33,6.92,783.72,581.28,202.44
Europe,Greece,Fruits,Offline,M,530819308,84,9.33,6.92,783.72,581.28,202.44
Sub-Saharan Africa,Lesotho,Fruits,Online,C,574276673,84,9.33,6.92,783.72,581.28,202.44
Central America and the Caribbean,Dominica,Fruits,Offline,H,366181457,85,9.33,6.92,793.05,588.2,204.85
Europe,Liechtenstein,Fruits,Online,L,776728522,85,9.33,6.92,793.05,588.2,204.85
Sub-Saharan Africa,Liberia,Fruits,Online,L,243818223,85,9.33,6.92,793.05,588.2,204.85
Central America and the Caribbean,Guatemala,Fruits,Offline,H,654365289,85,9.33,6.92,793.05,588.2,204.85
Middle East and North Africa,Kuwait,Fruits,Online,C,899091756,85,9.33,6.92,793.05,588.2,204.85
Central America and the Caribbean,Dominican Republic,Fruits,Offline,C,935723006,86,9.33,6.92,802.38,595.12,207.26
Middle East and North Africa,Israel,Fruits,Online,L,280449473,86,9.33,6.92,802.38,595.12,207.26
Australia and Oceania,Solomon Islands,Fruits,Offline,C,402812707,86,9.33,6.92,802.38,595.12,207.26
Sub-Saharan Africa,Madagascar,Fruits,Online,M,813359773,86,9.33,6.92,802.38,595.12,207.26
Sub-Saharan Africa,Mauritania,Fruits,Online,L,201543605,86,9.33,6.92,802.38,595.12,207.26
Sub-Saharan Africa,Niger,Fruits,Offline,M,159268987,87,9.33,6.92,811.71,602.04,209.67
Asia,Bangladesh,Fruits,Offline,C,360538089,87,9.33,6.92,811.71,602.04,209.67
Sub-Saharan Africa,Mauritius ,Fruits,Offline,M,771085155,87,9.33,6.92,811.71,602.04,209.67
Middle East and North Africa,Libya,Fruits,Offline,M,238174855,87,9.33,6.92,811.71,602.04,209.67
Sub-Saharan Africa,Mauritius ,Fruits,Offline,H,440626704,88,9.33,6.92,821.04,608.96,212.08
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,C,239357602,88,9.33,6.92,821.04,608.96,212.08
Sub-Saharan Africa,Malawi,Fruits,Online,H,152442872,88,9.33,6.92,821.04,608.96,212.08
Middle East and North Africa,Syria,Fruits,Online,L,484084069,88,9.33,6.92,821.04,608.96,212.08
Europe,Luxembourg,Fruits,Online,C,685353171,88,9.33,6.92,821.04,608.96,212.08
Asia,Bhutan,Fruits,Online,L,930079638,88,9.33,6.92,821.04,608.96,212.08
Middle East and North Africa,Libya,Fruits,Offline,M,807716405,88,9.33,6.92,821.04,608.96,212.08
Sub-Saharan Africa,Seychelles ,Fruits,Online,H,686535918,89,9.33,6.92,830.37,615.88,214.49
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,M,520715320,89,9.33,6.92,830.37,615.88,214.49
Asia,India,Fruits,Online,L,887805020,89,9.33,6.92,830.37,615.88,214.49
Europe,Norway,Fruits,Offline,C,931262385,89,9.33,6.92,830.37,615.88,214.49
Middle East and North Africa,Morocco,Fruits,Offline,H,477257955,89,9.33,6.92,830.37,615.88,214.49
Europe,Monaco,Fruits,Offline,C,643078553,89,9.33,6.92,830.37,615.88,214.49
Europe,Macedonia,Fruits,Online,L,354894721,89,9.33,6.92,830.37,615.88,214.49
Central America and the Caribbean,Honduras,Fruits,Offline,M,232531487,89,9.33,6.92,830.37,615.88,214.49
Asia,Laos,Fruits,Offline,L,233714234,90,9.33,6.92,839.7,622.8,216.9
Europe,Montenegro,Fruits,Offline,L,312620103,90,9.33,6.92,839.7,622.8,216.9
Europe,Austria,Fruits,Offline,M,399534833,90,9.33,6.92,839.7,622.8,216.9
Asia,Myanmar,Fruits,Offline,C,521898066,90,9.33,6.92,839.7,622.8,216.9
Middle East and North Africa,Saudi Arabia,Fruits,Offline,H,434983336,90,9.33,6.92,839.7,622.8,216.9
Sub-Saharan Africa,Rwanda,Fruits,Offline,C,967893636,90,9.33,6.92,839.7,622.8,216.9
Sub-Saharan Africa,Sierra Leone,Fruits,Online,C,925619018,91,9.33,6.92,849.03,629.72,219.31
Asia,North Korea,Fruits,Offline,M,515071952,91,9.33,6.92,849.03,629.72,219.31
Sub-Saharan Africa,Angola,Fruits,Online,H,147982251,91,9.33,6.92,849.03,629.72,219.31
Europe,San Marino,Fruits,Online,L,558529317,91,9.33,6.92,849.03,629.72,219.31
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,L,637435185,91,9.33,6.92,849.03,629.72,219.31
Sub-Saharan Africa,Benin,Fruits,Offline,H,717523801,92,9.33,6.92,858.36,636.64,221.72
Sub-Saharan Africa,Uganda,Fruits,Offline,H,601986682,92,9.33,6.92,858.36,636.64,221.72
Sub-Saharan Africa,Central African Republic,Fruits,Offline,M,724349915,92,9.33,6.92,858.36,636.64,221.72
Asia,Malaysia,Fruits,Offline,M,472797334,93,9.33,6.92,867.69,643.56,224.13
Sub-Saharan Africa,Burundi,Fruits,Offline,H,105707633,93,9.33,6.92,867.69,643.56,224.13
Europe,Spain,Fruits,Online,L,516254699,93,9.33,6.92,867.69,643.56,224.13
Europe,United Kingdom,Fruits,Online,C,804438531,93,9.33,6.92,867.69,643.56,224.13
Sub-Saharan Africa,Swaziland,Fruits,Online,C,883344399,93,9.33,6.92,867.69,643.56,224.13
Sub-Saharan Africa,South Africa,Fruits,Online,M,264702117,94,9.33,6.92,877.02,650.48,226.54
Sub-Saharan Africa,Tanzania,Fruits,Online,L,552885949,94,9.33,6.92,877.02,650.48,226.54
Europe,Belgium,Fruits,Offline,C,308159482,94,9.33,6.92,877.02,650.48,226.54
Asia,Maldives,Fruits,Offline,H,142338883,94,9.33,6.92,877.02,650.48,226.54
Sub-Saharan Africa,Ethiopia,Fruits,Online,H,309342229,95,9.33,6.92,886.35,657.4,228.95
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,921158397,95,9.33,6.92,886.35,657.4,228.95
Europe,Estonia,Fruits,Online,C,554068696,95,9.33,6.92,886.35,657.4,228.95
Sub-Saharan Africa,Cape Verde,Fruits,Offline,C,344790732,95,9.33,6.92,886.35,657.4,228.95
Europe,Armenia,Fruits,Offline,L,589517199,95,9.33,6.92,886.35,657.4,228.95
Europe,Bosnia and Herzegovina,Fruits,Offline,M,547242581,96,9.33,6.92,895.68,664.32,231.36
Europe,Finland,Fruits,Online,L,223610246,96,9.33,6.92,895.68,664.32,231.36
Europe,Vatican City,Fruits,Offline,H,713063180,96,9.33,6.92,895.68,664.32,231.36
Sub-Saharan Africa,Djibouti,Fruits,Online,C,590699946,96,9.33,6.92,895.68,664.32,231.36
Australia and Oceania,Australia,Fruits,Offline,H,749694430,97,9.33,6.92,905.01,671.24,233.77
North America,Canada,Fruits,Offline,C,382604730,97,9.33,6.92,905.01,671.24,233.77
Asia,Vietnam,Fruits,Offline,C,915515029,97,9.33,6.92,905.01,671.24,233.77
Central America and the Caribbean,Belize,Fruits,Online,H,958972394,97,9.33,6.92,905.01,671.24,233.77
Australia and Oceania,New Zealand,Fruits,Online,M,426062095,97,9.33,6.92,905.01,671.24,233.77
Europe,Greece,Fruits,Online,L,181335628,97,9.33,6.92,905.01,671.24,233.77
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,M,872057664,97,9.33,6.92,905.01,671.24,233.77
Australia and Oceania,Samoa ,Fruits,Online,M,714245927,97,9.33,6.92,905.01,671.24,233.77
Middle East and North Africa,Afghanistan,Fruits,Offline,L,585056579,98,9.33,6.92,914.34,678.16,236.18
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Offline,C,340330111,98,9.33,6.92,914.34,678.16,236.18
Europe,Denmark,Fruits,Online,H,174509513,98,9.33,6.92,914.34,678.16,236.18
Sub-Saharan Africa,The Gambia,Fruits,Offline,M,787508428,99,9.33,6.92,923.67,685.08,238.59
Europe,Hungary,Fruits,Offline,H,420418727,99,9.33,6.92,923.67,685.08,238.59
Australia and Oceania,Marshall Islands,Fruits,Online,C,376961362,99,9.33,6.92,923.67,685.08,238.59
Sub-Saharan Africa,Eritrea,Fruits,Online,H,499324595,99,9.33,6.92,923.67,685.08,238.59
Australia and Oceania,Palau,Fruits,Online,C,665145194,99,9.33,6.92,923.67,685.08,238.59
Middle East and North Africa,Egypt,Fruits,Offline,L,542781960,99,9.33,6.92,923.67,685.08,238.59
Middle East and North Africa,Israel,Fruits,Online,L,830965793,99,9.33,6.92,923.67,685.08,238.59
Australia and Oceania,Solomon Islands,Fruits,Online,H,953329026,99,9.33,6.92,923.67,685.08,238.59
Australia and Oceania,Papua New Guinea,Fruits,Online,C,334686744,100,9.33,6.92,933,692,241
Europe,Luxembourg,Fruits,Offline,M,666327941,100,9.33,6.92,933,692,241
Middle East and North Africa,Libya,Fruits,Online,L,788691174,100,9.33,6.92,933,692,241
Middle East and North Africa,Jordan,Fruits,Online,L,500507342,100,9.33,6.92,933,692,241
Europe,Iceland,Fruits,Offline,H,989960277,100,9.33,6.92,933,692,241
Australia and Oceania,Papua New Guinea,Fruits,Online,L,904228293,101,9.33,6.92,942.33,698.92,243.41
Central America and the Caribbean,Cuba,Fruits,Online,M,537138593,101,9.33,6.92,942.33,698.92,243.41
Middle East and North Africa,Iran,Fruits,Online,H,781865060,101,9.33,6.92,942.33,698.92,243.41
Middle East and North Africa,Qatar,Fruits,Offline,L,746416556,101,9.33,6.92,942.33,698.92,243.41
Europe,Latvia,Fruits,Offline,C,947685658,101,9.33,6.92,942.33,698.92,243.41
Asia,Brunei,Fruits,Offline,L,250137507,102,9.33,6.92,951.66,705.84,245.82
Sub-Saharan Africa,Lesotho,Fruits,Offline,C,984316909,102,9.33,6.92,951.66,705.84,245.82
Sub-Saharan Africa,Mali,Fruits,Online,H,372500741,102,9.33,6.92,951.66,705.84,245.82
Europe,Macedonia,Fruits,Online,C,905411040,102,9.33,6.92,951.66,705.84,245.82
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,L,171231639,102,9.33,6.92,951.66,705.84,245.82
Europe,Montenegro,Fruits,Online,C,863136422,103,9.33,6.92,960.99,712.76,248.23
Sub-Saharan Africa,Angola,Fruits,Online,L,128957021,103,9.33,6.92,960.99,712.76,248.23
Central America and the Caribbean,Saint Lucia,Fruits,Offline,M,740773189,103,9.33,6.92,960.99,712.76,248.23
Europe,Liechtenstein,Fruits,Offline,L,286768758,103,9.33,6.92,960.99,712.76,248.23
Sub-Saharan Africa,Benin,Fruits,Online,M,698498570,104,9.33,6.92,970.32,719.68,250.64
Europe,Andorra,Fruits,Online,H,331408870,104,9.33,6.92,970.32,719.68,250.64
Central America and the Caribbean,Nicaragua,Fruits,Offline,H,122130906,104,9.33,6.92,970.32,719.68,250.64
Sub-Saharan Africa,Senegal,Fruits,Offline,L,857493054,105,9.33,6.92,979.65,726.6,253.05
Europe,Serbia,Fruits,Offline,L,778587186,105,9.33,6.92,979.65,726.6,253.05
Asia,Maldives,Fruits,Offline,M,123313653,105,9.33,6.92,979.65,726.6,253.05
Sub-Saharan Africa,Swaziland,Fruits,Online,C,533860719,105,9.33,6.92,979.65,726.6,253.05
Sub-Saharan Africa,Niger,Fruits,Offline,L,569309222,105,9.33,6.92,979.65,726.6,253.05
Europe,Netherlands,Fruits,Online,M,202219521,105,9.33,6.92,979.65,726.6,253.05
Asia,South Korea,Fruits,Online,M,735129821,105,9.33,6.92,979.65,726.6,253.05
Sub-Saharan Africa,South Africa,Fruits,Offline,C,245676887,105,9.33,6.92,979.65,726.6,253.05
Asia,Kyrgyzstan,Fruits,Online,H,404671370,106,9.33,6.92,988.98,733.52,255.46
Sub-Saharan Africa,Senegal,Fruits,Offline,M,527034604,106,9.33,6.92,988.98,733.52,255.46
Middle East and North Africa,Yemen,Fruits,Online,L,282308137,106,9.33,6.92,988.98,733.52,255.46
Sub-Saharan Africa,Cameroon,Fruits,Offline,H,325765502,106,9.33,6.92,988.98,733.52,255.46
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,C,649397838,106,9.33,6.92,988.98,733.52,255.46
Europe,Romania,Fruits,Offline,M,159944903,106,9.33,6.92,988.98,733.52,255.46
Sub-Saharan Africa,Nigeria,Fruits,Offline,M,238850772,106,9.33,6.92,988.98,733.52,255.46
Sub-Saharan Africa,Cape Verde,Fruits,Offline,C,895307052,107,9.33,6.92,998.31,740.44,257.87
Sub-Saharan Africa,Togo,Fruits,Online,L,772943818,107,9.33,6.92,998.31,740.44,257.87
Asia,Kyrgyzstan,Fruits,Online,C,974212920,107,9.33,6.92,998.31,740.44,257.87
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,196576154,107,9.33,6.92,998.31,740.44,257.87
Europe,Albania,Fruits,Online,M,521391236,108,,6.92,1007.64,747.36,260.28
Asia,Myanmar,Fruits,Offline,C,931938302,108,,6.92,1007.64,747.36,260.28
Europe,Russia,Fruits,Offline,C,399028003,108,,6.92,1007.64,747.36,260.28
Sub-Saharan Africa,Central African Republic,Fruits,Offline,L,564848601,108,,6.92,1007.64,747.36,260.28
North America,Canada,Fruits,Online,H,933121049,109,,6.92,1016.97,754.28,262.69
Australia and Oceania,Australia,Fruits,Offline,M,400210750,109,,6.92,1016.97,754.28,262.69
Europe,Bulgaria,Fruits,Offline,M,767300450,109,,6.92,1016.97,754.28,262.69
Europe,France,Fruits,Offline,L,443668115,109,,6.92,1016.97,754.28,262.69
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,L,522573983,109,,6.92,1016.97,754.28,262.69
Sub-Saharan Africa,The Gambia,Fruits,Online,L,768483197,110,,6.92,1026.3,761.2,265.1
Europe,Belarus,Fruits,Online,H,148658168,110,,6.92,1026.3,761.2,265.1
Europe,Denmark,Fruits,Offline,M,725025832,110,,6.92,1026.3,761.2,265.1
Middle East and North Africa,Afghanistan,Fruits,Online,C,235572898,110,,6.92,1026.3,761.2,265.1
North America,Greenland,Fruits,Online,C,602662599,110,,6.92,1026.3,761.2,265.1
Australia and Oceania,East Timor,Fruits,Offline,H,969752299,110,,6.92,1026.3,761.2,265.1
Central America and the Caribbean,The Bahamas,Fruits,Offline,C,560387980,111,,6.92,1035.63,768.12,267.51
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,C,927477681,111,,6.92,1035.63,768.12,267.51
Europe,Iceland,Fruits,Online,M,970935046,111,,6.92,1035.63,768.12,267.51
Asia,Turkmenistan,Fruits,Online,M,516930615,111,,6.92,1035.63,768.12,267.51
Europe,United Kingdom,Fruits,Online,L,884020316,111,,6.92,1035.63,768.12,267.51
Sub-Saharan Africa,Ghana,Fruits,Online,M,438024747,111,,6.92,1035.63,768.12,267.51
Australia and Oceania,Papua New Guinea,Fruits,Online,C,885203063,112,,6.92,1044.96,775.04,269.92
Europe,Estonia,Fruits,Offline,C,964108932,112,,6.92,1044.96,775.04,269.92
Sub-Saharan Africa,Lesotho,Fruits,Offline,M,395750129,112,,6.92,1044.96,775.04,269.92
Australia and Oceania,Tonga,Fruits,Online,H,273386895,112,,6.92,1044.96,775.04,269.92
Australia and Oceania,Fiji,Fruits,Offline,L,308835399,112,,6.92,1044.96,775.04,269.92
Sub-Saharan Africa,Guinea,Fruits,Online,H,677107846,113,,6.92,1054.29,781.96,272.33
Central America and the Caribbean,Barbados,Fruits,Offline,M,799471080,113,,6.92,1054.29,781.96,272.33
